,apr_folder,repair_time
754,nopol_1,0 days 01:57:41
755,dynamoth_1,0 days 02:00:13
756,simfix_1,0 days 02:23:17
757,simfix_2,0 days 05:54:57
758,dynamoth_2,0 days 00:04:18
759,tbar_1,0 days 03:17:16
760,simfix_1,0 days 03:37:20
761,dynamoth_3,0 days 00:13:06
762,nopol_2,0 days 00:03:05
763,nopol_3,0 days 00:18:48
764,simfix_2,0 days 04:28:33
765,simfix_2,0 days 03:54:06
766,tbar_0,0 days 02:24:29
767,simfix_0,0 days 02:04:21
768,nopol_1,0 days 00:09:40
769,dynamoth_1,0 days 00:24:03
770,simfix_1,0 days 02:13:44
771,tbar_1,0 days 02:46:24
772,simfix_2,0 days 04:12:01
773,tbar_0,0 days 00:16:53
774,simfix_0,0 days 00:11:51
775,nopol_1,0 days 00:01:02
776,dynamoth_1,0 days 00:00:32
777,tbar_0,0 days 02:10:54
778,simfix_0,0 days 02:06:26
779,nopol_1,0 days 00:00:33
780,dynamoth_1,0 days 00:01:34
781,simfix_2,0 days 04:02:35
782,tbar_1-delete,0 days 00:35:26
